Id_hecho,Victimas,Fecha,Hora,Tipo_calle,Cruce,Direccion,Comuna,Longitud,Latitud,Tipo_victima,Tipo_acusado,Rol,Sexo,Edad,Fecha_fallecimiento
2017-0024,1,2017-02-23,20,avenida,,Rivadavia av. 7121,7,-58.46589308,-34.62955795,peaton,pasajeros,peaton,masculino,39.0,2017-02-23
2017-0025,1,2017-02-24,17,avenida,Rivera indarte av.,"Fernandez de la cruz, f., gral. av. y rivera indarte av.",7,-58.43614426,-34.6542464,moto,,conductor,masculino,23.0,2017-02-24
2017-0026,2,2017-02-26,5,avenida,Fournier,"Moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,pasajero_acompañante,femenino,23.0,2017-02-26
2017-0026,2,2017-02-26,5,avenida,Fournier,"Moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,conductor,masculino,19.0,2017-02-26
2017-0027,1,2017-02-26,21,avenida,,Caseros av. 1429,1,-58.38332245,-34.6319325,peaton,auto,peaton,masculino,,2017-02-26
2017-0028,1,2017-02-28,9,avenida,Fragata pres. sarmiento,Gaona av. y fragata pres. sarmiento,6,-58.45475488,-34.61196327,peaton,auto,peaton,masculino,87.0,2017-02-28
2017-0029,1,2017-03-07,2,calle,Tandil,Mozart y tandil,9,-58.48501341,-34.64742455,,auto,,masculino,34.0,2017-03-07
2017-0030,1,2017-03-07,8,avenida,Autopista dellepiane luis tte. gral.,Mozart y autopista dellepiane luis tte. gral.,9,-58.47010988,-34.65872088,auto,pasajeros,conductor,femenino,27.0,2017-03-07
2017-0031,1,2017-03-11,1,calle,Pavon,24 de noviembre y pavon,3,-58.4099756,-34.62873635,auto,objeto fijo,pasajero_acompañante,masculino,70.0,2017-03-11
2017-0032,1,2017-03-12,5,gral paz,Los cedros,"Paz, gral. av. y los cedros",8,-58.48892175,-34.68359163,auto,auto,pasajero_acompañante,femenino,40.0,2017-03-12
2017-0033,1,2017-03-12,7,gral paz,"Gutierrez, ricardo","Paz, gral. av. y gutierrez, ricardo",11,-58.52466448,-34.60325478,auto,auto,conductor,masculino,28.0,2017-03-12
2017-0034,1,2017-03-13,7,calle,,Godoy cruz 2651,14,-58.42554218,-34.57929036,peaton,auto,peaton,masculino,43.0,2017-03-13
2017-0035,3,2017-03-23,5,avenida,"Villaflor, azucena","Achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,conductor,masculino,28.0,2017-03-23
2017-0035,3,2017-03-23,5,avenida,"Villaflor, azucena","Achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompañante,masculino,32.0,2017-03-23
2017-0035,3,2017-03-23,5,avenida,"Villaflor, azucena","Achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompañante,masculino,30.0,2017-03-23
2017-0036,2,2017-03-29,18,gral paz,Campana,"Paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,pasajero_acompañante,femenino,,2017-03-29
2017-0036,2,2017-03-29,18,gral paz,Campana,"Paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,conductor,masculino,20.0,2017-03-29
2017-0037,1,2017-03-31,3,avenida,"Cevallos, virrey","Independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,cargas,conductor,masculino,41.0,2017-03-31
2017-0038,1,2017-04-01,19,avenida,Lautaro,Castaã‘ares av. y lautaro,7,-58.44516857,-34.64363363,moto,auto,conductor,femenino,40.0,2017-04-01
2017-0040,1,2017-04-03,9,avenida,,"Guiraldes, int. 2699",13,-58.43834197,-34.54560369,auto,multiple,conductor,masculino,43.0,2017-04-03
2017-0041,1,2017-04-03,23,calle,,"Fernandez moreno, baldomero 2186",7,-58.45485084,-34.63531854,moto,auto,conductor,masculino,17.0,
2017-0042,1,2017-04-10,9,gral paz,,"Lugones, leopoldo av.",14,,,moto,cargas,conductor,masculino,,2017-04-10
2017-0045,1,2017-04-14,6,calle,,Nogoya 5940,10,-58.52449285,-34.62454175,moto,objeto fijo,conductor,masculino,21.0,2017-04-14
2017-0047,1,2017-04-23,6,avenida,Corvalan,Argentina av. y corvalan,8,-58.46713742,-34.6719879,moto,auto,conductor,masculino,37.0,2017-04-23
2017-0049,1,2017-04-27,18,avenida,Varela av.,"Fernandez de la cruz, f., gral. av. y varela av.",8,-58.43850413,-34.65554754,peaton,pasajeros,peaton,masculino,22.0,2017-04-27
2017-0050,2,2017-04-28,11,autopista,,Au perito moreno y ramal enlace au1/au6,9,,,moto,cargas,conductor,masculino,46.0,2017-04-28
2017-0050,2,2017-04-28,11,autopista,,Au perito moreno y ramal enlace au1/au6,9,,,moto,cargas,pasajero_acompañante,masculino,16.0,2017-04-28
2017-0051,1,2017-05-01,3,autopista,,Au dellepiane 2400,7,,,auto,auto,conductor,masculino,33.0,2017-05-01
2017-0052,1,2017-05-05,3,gral paz,Goleta santa cruz,"Paz, gral. av. y goleta santa cruz",8,-58.49413799,-34.68095739,peaton,cargas,peaton,femenino,47.0,2017-05-05
2017-0053,1,2017-05-05,20,calle,Villarino,Vieytes y villarino,4,-58.37547846,-34.65326075,moto,cargas,conductor,masculino,28.0,2017-05-05
2017-0054,1,2017-05-07,21,avenida,"Moran, pedro","De los constituyentes av. y moran, pedro",15,-58.48680218,-34.58689719,moto,auto,pasajero_acompañante,femenino,20.0,2017-05-07
2017-0055,1,2017-05-09,8,avenida,,De los constituyentes av. 4900,12,-58.49563989,-34.57962262,auto,auto,conductor,masculino,32.0,2017-05-09
2017-0058,1,2017-05-09,23,avenida,Libertad,Cordoba av. y libertad,1,-58.38403232,-34.5991594,peaton,moto,peaton,masculino,80.0,2017-05-09
2017-0059,1,2017-05-11,9,calle,Lima,Brasil y lima,1,-58.38223382,-34.62693865,peaton,pasajeros,peaton,femenino,39.0,2017-05-11
2017-0060,1,2017-05-13,7,avenida,"Fernandez de la cruz, f., gral. av.","Escalada av. y fernandez de la cruz, f., gral. av.",8,-58.45966521,-34.67323292,moto,objeto fijo,pasajero_acompañante,masculino,30.0,2017-05-13
2017-0061,1,2017-05-15,13,avenida,Callao av.,Paraguay y callao av.,2,-58.39303911,-34.59871111,peaton,moto,peaton,masculino,47.0,2017-05-16
2017-0062,1,2017-05-15,16,avenida,San blas,"Justo, juan b. av. y san blas",10,-58.51262106,-34.63395999,moto,cargas,conductor,masculino,35.0,2017-05-15
2017-0063,1,2017-05-17,10,avenida,9 de julio av.,Chile y 9 de julio av.,1,-58.38118367,-34.61646839,peaton,pasajeros,peaton,femenino,79.0,2017-05-17
2017-0064,1,2017-05-20,5,calle,"Peron, juan domingo, tte. general","Maipu y peron, juan domingo, tte. general",1,-58.37653284,-34.60582475,cargas,auto,pasajero_acompañante,masculino,61.0,2017-05-20
2017-0065,1,2017-05-22,16,avenida,Herrera,Suarez av. y herrera,4,-58.37709334,-34.64035082,bicicleta,cargas,ciclista,masculino,21.0,2017-05-22
2017-0066,1,2017-05-22,18,avenida,Fragata pres. sarmiento,San martin av. y fragata pres. sarmiento,15,-58.46002142,-34.60409469,peaton,pasajeros,peaton,masculino,10.0,2017-05-22
2017-0067,1,2017-05-23,2,avenida,"Moreno, jose maria av.","Directorio av. y moreno, jose maria av.",6,-58.4338197,-34.62801894,moto,cargas,conductor,masculino,21.0,2017-05-23
2017-0068,1,2017-05-27,19,avenida,,"Rabanal, francisco, intendente av. 2950",8,-58.43580656,-34.66437532,moto,objeto fijo,conductor,masculino,32.0,2017-05-27
2017-0069,1,2017-05-29,14,gral paz,"Schmidl, ulrico","Paz, gral. av. y schmidl, ulrico",9,-58.52173071,-34.65997463,moto,,conductor,masculino,39.0,2017-05-29
2017-0070,1,2017-05-30,13,calle,,Nueva york 3696,11,-58.50791763,-34.59804273,peaton,auto,peaton,masculino,80.0,2017-05-31
2017-0072,1,2017-06-03,23,avenida,Vallejos,De los constituyentes av. y vallejos,12,-58.49175088,-34.58226957,auto,auto,conductor,masculino,25.0,2017-06-03
2017-0073,1,2017-06-04,9,avenida,Ecuador,Corrientes av. y ecuador,3,-58.40781467,-34.60425669,moto,auto,conductor,masculino,19.0,2017-06-04
2017-0074,1,2017-06-04,12,calle,,Casco 133,9,-58.52567073,-34.63787791,,,,masculino,70.0,2017-06-04
2017-0075,1,2017-06-12,22,avenida,9 de julio av.,De mayo av. y 9 de julio av.,1,-58.381542,-34.60906385,peaton,moto,peaton,masculino,55.0,2017-06-12
2017-0076,1,2017-06-13,14,avenida,Calle 12 (no oficial),"Castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.5780581,peaton,cargas,peaton,femenino,30.0,2017-06-13
2017-0077,1,2017-06-17,23,calle,,Fray justo santamaria de oro 1930,14,-58.42934104,-34.58451712,moto,cargas,conductor,femenino,60.0,2017-06-18
2017-0079,1,2017-06-19,16,calle,Dean funes,Mexico y dean funes,3,-58.40657493,-34.61781124,moto,cargas,conductor,masculino,33.0,2017-06-19
2017-0080,1,2017-06-22,10,avenida,Escalada av.,"Alberdi, juan bautista av. y escalada av.",9,-58.49525314,-34.64487785,peaton,cargas,peaton,femenino,95.0,2017-06-22
2017-0082,1,2017-06-25,22,avenida,Brasil,Entre rios av. y brasil,4,-58.39092851,-34.62932696,peaton,auto,peaton,masculino,36.0,2017-06-25
2017-0083,1,2017-07-04,0,avenida,Guardia nacional,"Alberdi, juan bautista av. y guardia nacional",9,-58.49603546,-34.64564271,moto,cargas,conductor,masculino,37.0,2017-07-04
2017-0084,1,2017-07-05,12,avenida,Rodriguez pe?a,Del libertador av. y rodriguez peã‘a,2,-58.38502878,-34.58703485,peaton,pasajeros,peaton,femenino,73.0,2017-07-05
2017-0085,1,2017-07-07,14,avenida,"Garcia, martin av.","Tacuari y garcia, martin av.",4,-58.37261143,-34.63150425,peaton,pasajeros,peaton,masculino,84.0,2017-07-07
2017-0086,1,2017-07-09,7,avenida,Murguiondo,Rivadavia av. y murguiondo,9,-58.51876802,-34.63905965,peaton,moto,peaton,femenino,30.0,2017-07-09
2017-0087,1,2017-07-10,10,calle,,24 de noviembre 390,3,-58.41095567,-34.61516101,peaton,auto,peaton,femenino,73.0,2017-07-10
2017-0088,1,2017-07-10,22,avenida,Brasil av.,Paseo colon av. y brasil av.,1,-58.36797542,-34.62519403,peaton,pasajeros,peaton,masculino,43.0,2017-07-10
2017-0089,1,2017-07-13,12,calle,,"Leguizamon, martiniano 901",9,-58.51514709,-34.64787051,,auto,,masculino,23.0,
2017-0090,1,2017-07-15,5,gral paz,"Paz, gral. av.","Chivilcoy av. y paz, gral. av.",11,-58.51925642,-34.59171721,peaton,auto,peaton,masculino,22.0,2017-07-15
2017-0091,1,2017-07-15,13,gral paz,"Paz, gral. av.","Superi y paz, gral. av.",12,-58.48671535,-34.54321216,moto,,conductor,masculino,58.0,2017-07-15
2017-0092,1,2017-07-24,22,autopista,Autopista 1 sur presidente arturo frondizi,Autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,-58.38268809,-34.62282019,peaton,auto,peaton,masculino,66.0,2017-07-24
2017-0093,1,2017-07-25,16,autopista,Puente distribuidor scalabrini ortiz,"Lugones, leopoldo av. y puente distribuidor scalabrini ortiz",13,-58.43633522,-34.54966288,peaton,auto,peaton,masculino,,2017-07-25
2017-0094,1,2017-07-27,8,calle,,"Hugo, victor 2639",10,-58.52640838,-34.61765855,bicicleta,cargas,ciclista,femenino,56.0,2017-07-27
2017-0095,1,2017-08-06,8,avenida,"Salguero, jeronimo","Cordoba av. y salguero, jeronimo",14,-58.41894306,-34.59778875,moto,auto,conductor,masculino,36.0,2017-08-06
2017-0096,1,2017-08-07,19,avenida,Nu?ez,Cabildo av. y nuã‘ez,13,-58.46756026,-34.54972741,peaton,pasajeros,peaton,masculino,87.0,2017-08-07
2017-0098,1,2017-08-08,12,calle,,"Bonifacio, jose 2114",7,-58.45715752,-34.63132912,peaton,auto,peaton,femenino,61.0,2017-08-08
2017-0099,1,2017-08-17,19,avenida,,"Figueroa alcorta, pres. av. 5400",14,-58.42406784,-34.56213916,bicicleta,auto,ciclista,masculino,28.0,2017-08-17
2017-0100,1,2017-08-21,7,calle,,Republica bolivariana de venezuela 2135,3,-58.3967447,-34.61512051,moto,objeto fijo,pasajero_acompañante,femenino,16.0,2017-08-21
2017-0101,1,2017-08-23,10,avenida,Zapata,"Lacroze, federico av. y zapata",13,-58.44537508,-34.57084818,peaton,multiple,peaton,femenino,61.0,2017-08-23
2017-0102,1,2017-08-24,1,avenida,Zavaleta,"Iriarte, gral. av. y zavaleta",4,-58.40056767,-34.6510708,peaton,cargas,peaton,masculino,46.0,2017-08-24
2017-0104,1,2017-08-25,9,avenida,Estados unidos,9 de julio av. y estados unidos,1,-58.38109568,-34.61853244,peaton,cargas,peaton,femenino,18.0,2017-08-25
2017-0106,1,2017-08-31,19,calle,Guemes,Fray justo santamaria de oro y guemes,14,-58.42533612,-34.58035258,peaton,pasajeros,peaton,femenino,85.0,2017-08-31
2017-0107,1,2017-09-01,11,avenida,Jaramillo,Del libertador av. y jaramillo,13,-58.46062311,-34.54395182,moto,cargas,conductor,masculino,41.0,2017-09-01
2017-0108,2,2017-09-02,4,gral paz,Machain,"Paz, gral. av. y machain",12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,17.0,2017-09-02
2017-0108,2,2017-09-02,4,gral paz,Machain,"Paz, gral. av. y machain",12,-58.49491054,-34.54795581,objeto fijo,auto,pasajero_acompañante,masculino,10.0,2017-09-02
2017-0109,1,2017-09-04,21,avenida,Portela,Directorio av. y portela,7,-58.47130269,-34.63665402,moto,auto,conductor,masculino,21.0,2017-09-05
2017-0110,1,2017-09-06,14,avenida,"Alem, leandro n. av.","Lavalle y alem, leandro n. av.",1,-58.370488,-34.60189492,peaton,pasajeros,peaton,masculino,56.0,2017-09-07
2017-0111,1,2017-09-07,18,calle,Pirovano,Uspallata y pirovano,4,-58.42023854,-34.6423411,peaton,cargas,peaton,femenino,79.0,2017-09-07
2017-0112,2,2017-09-10,9,autopista,,Autopista 25 de mayo y varela av.,7,-58.45807401,-34.6399743,auto,objeto fijo,pasajero_acompañante,masculino,1.0,
2017-0112,2,2017-09-10,9,autopista,,Autopista 25 de mayo y varela av.,7,-58.45807401,-34.6399743,auto,objeto fijo,pasajero_acompañante,masculino,,2017-09-13
2017-0113,1,2017-09-11,6,avenida,Maipu,Santa fe av. y maipu,1,-58.37697717,-34.59573848,peaton,pasajeros,peaton,femenino,76.0,2017-09-11
2017-0114,1,2017-09-15,2,avenida,Del libertador av.,Alvear av. y del libertador av.,2,-58.3910058,-34.5849866,auto,objeto fijo,conductor,masculino,26.0,2017-09-15
2017-0115,1,2017-09-19,18,avenida,Treinta y tres orientales,Pavon av. y treinta y tres orientales,5,-58.42182126,-34.63089661,moto,bicicleta,conductor,masculino,34.0,
2017-0116,1,2017-09-20,22,gral paz,,"Paz, gral. av. 5750",12,-58.51389422,-34.58075791,moto,objeto fijo,conductor,masculino,22.0,2017-09-20
2017-0118,1,2017-09-22,7,avenida,"Cruz, osvaldo av.","Vieytes y cruz, osvaldo av.",4,-58.37585415,-34.65232158,moto,auto,pasajero_acompañante,femenino,26.0,2017-09-29
2017-0120,1,2017-10-02,15,autopista,Escalada av.,Autopista dellepiane luis tte. gral. y escalada av.,9,-58.47297505,-34.66245085,moto,cargas,conductor,masculino,20.0,2017-10-02
2017-0123,1,2017-10-10,1,avenida,Argentina av.,Albariã‘o y argentina av.,8,-58.46855503,-34.67216349,peaton,auto,peaton,femenino,36.0,2017-10-10
2017-0124,1,2017-10-12,14,calle,,"Ramirez de velasco, juan 1211",15,-58.44254033,-34.59185043,moto,pasajeros,conductor,masculino,51.0,2017-10-12
2017-0125,1,2017-10-13,6,avenida,Larraya,"Fernandez de la cruz, f., gral. av. y larraya",8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,masculino,29.0,2017-10-13
2017-0126,2,2017-10-14,6,avenida,Ca?ada de gomez,Riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompañante,masculino,39.0,
2017-0126,2,2017-10-14,6,avenida,Ca?ada de gomez,Riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,masculino,36.0,2017-10-14
2017-0127,1,2017-10-16,7,avenida,Cordoba av.,Gallo y cordoba av.,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompañante,masculino,24.0,2017-10-16
2017-0128,1,2017-10-17,12,calle,,"Aranguren, juan f., dr. 611",6,-58.44034689,-34.61349731,peaton,pasajeros,peaton,femenino,60.0,2017-10-17
2017-0129,1,2017-10-26,19,autopista,Autopista 25 de mayo,Autopista perito moreno y autopista 25 de mayo,9,-58.47155277,-34.64925746,moto,pasajeros,conductor,masculino,57.0,2017-10-26
2017-0130,1,2017-10-27,5,avenida,San martin av.,Chorroarin y san martin av.,15,-58.47883099,-34.59967065,auto,cargas,conductor,masculino,23.0,2017-10-27
2017-0132,1,2017-10-30,14,avenida,"Roca, cnel. av.","Cosquin y roca, cnel. av.",8,-58.46552171,-34.6937413,moto,pasajeros,conductor,masculino,23.0,2017-10-30
2017-0134,1,2017-11-06,18,avenida,,"Roca, cnel. av. 3555",8,-58.4423972,-34.66777987,peaton,pasajeros,peaton,femenino,47.0,2017-11-06
2017-0135,1,2017-11-07,12,avenida,Punta arenas,Warnes av. y punta arenas,15,-58.47032551,-34.59626814,moto,cargas,conductor,masculino,24.0,2017-11-07
2017-0136,1,2017-11-16,8,avenida,"Rabanal, francisco, intendente av.","Barco centenera del y rabanal, francisco, intendente av.",4,-58.41827843,-34.65522746,peaton,pasajeros,peaton,masculino,55.0,2017-11-16
2017-0137,1,2017-11-17,11,avenida,San nicolas,Mosconi general av. y san nicolas,11,-58.51280715,-34.59279388,peaton,cargas,peaton,femenino,60.0,2017-11-17
2017-0138,1,2017-11-19,10,avenida,"Peron, eva av.","Lafuente av. y peron, eva av.",7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompañante,masculino,25.0,2017-11-19
2017-0139,1,2017-11-19,22,avenida,Escalada av.,"Roca, cnel. av. y escalada av.",8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompañante,femenino,15.0,2017-11-19
2017-0140,1,2017-11-19,23,autopista,,Autopista 1 sur presidente arturo frondizi,4,,,moto,pasajeros,conductor,masculino,24.0,2017-11-19
2017-0141,1,2017-11-23,19,avenida,"Goyena, pedro av.","La plata av. y goyena, pedro av.",6,-58.42717783,-34.62513374,peaton,pasajeros,peaton,femenino,22.0,2017-11-23
2017-0143,1,2017-11-25,21,calle,"Diaz, cesar, gral.","Trelles, manuel r. y diaz, cesar, gral.",11,-58.46442001,-34.60724519,auto,pasajeros,conductor,masculino,50.0,2017-11-25
2017-0144,1,2017-11-26,6,gral paz,"Paz, gral. av.","Roca, cnel. av. y paz, gral. av.",8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompañante,femenino,50.0,2017-11-26
2017-0145,1,2017-11-26,17,calle,Don bosco,Maza y don bosco,5,-58.41677733,-34.61223119,moto,auto,conductor,masculino,58.0,2017-11-26
2017-0147,1,2017-11-28,11,gral paz,"Peron, eva av.","Paz, gral. av. y peron, eva av.",9,-58.5025179,-34.67450313,moto,auto,conductor,masculino,49.0,2017-11-28
2017-0148,1,2017-11-29,10,avenida,La rioja,San juan av. y la rioja,3,-58.40708125,-34.62438894,peaton,pasajeros,peaton,femenino,82.0,2017-11-29
2017-0149,1,2017-11-30,12,avenida,Mexico,Paseo colon av. y mexico,1,-58.36947198,-34.61477051,peaton,pasajeros,peaton,masculino,13.0,2017-11-30
2017-0150,1,2017-12-04,1,avenida,Miralla,Rivadavia av. y miralla,9,-58.51140889,-34.63934531,peaton,auto,peaton,masculino,56.0,2017-12-04
2017-0151,1,2017-12-04,2,calle,Lujan,Vieytes y lujan,4,-58.37460912,-34.65559133,peaton,pasajeros,peaton,masculino,,2017-12-04
2017-0152,1,2017-12-06,17,calle,Traful,Cachi y traful,4,-58.41146277,-34.65073916,bicicleta,pasajeros,ciclista,masculino,19.0,2017-12-06
2017-0153,2,2017-12-11,2,avenida,La plata av.,Rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,pasajero_acompañante,masculino,,2017-12-12
2017-0153,2,2017-12-11,2,avenida,La plata av.,Rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,conductor,masculino,30.0,2017-12-12
2017-0154,1,2017-12-11,9,avenida,Caseros av.,Entre rios av. y caseros av.,4,-58.39035581,-34.63412287,peaton,pasajeros,peaton,masculino,76.0,2017-12-11
2017-0155,1,2017-12-12,21,avenida,,Rivadavia av. 6350,7,-58.45593915,-34.62656868,,moto,,masculino,77.0,
2017-0157,1,2017-12-17,9,gral paz,Humaita,"Paz, gral. av. y humaita",9,-58.52866211,-34.64597065,auto,pasajeros,conductor,masculino,53.0,2017-12-17
2017-0158,1,2017-12-18,21,gral paz,"Paz, gral. av.","Gualeguaychu y paz, gral. av.",11,-58.52037476,-34.59407024,moto,auto,conductor,masculino,32.0,2017-12-18
2017-0159,1,2017-12-20,4,avenida,"Cevallos, virrey","Independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,auto,conductor,masculino,27.0,2017-12-20
2017-0160,1,2017-12-22,13,avenida,,Nazca av. 365,7,-58.47074114,-34.62771756,peaton,moto,peaton,femenino,30.0,2017-12-22
2017-0161,1,2017-12-26,15,avenida,,"Peron, eva av. 5249",9,-58.48200819,-34.65969965,peaton,auto,peaton,femenino,30.0,2017-12-26
2018-0001,1,2018-01-01,22,avenida,Rincon,San juan av. y rincon,3,-58.39536773,-34.62297346,peaton,moto,peaton,masculino,83.0,2018-01-02
2018-0002,1,2018-01-03,16,calle,,Peru 937,1,-58.37456088,-34.61895467,bicicleta,pasajeros,ciclista,femenino,26.0,2018-01-03
2018-0003,1,2018-01-05,10,avenida,Galicia,"Pueyrredon, honorio, dr. av. y galicia",15,-58.44860217,-34.60395657,peaton,multiple,peaton,femenino,58.0,2018-01-05
2018-0004,1,2018-01-09,9,avenida,Manzanares,Del libertador av. y manzanares,13,-58.46129513,-34.54332766,moto,multiple,conductor,masculino,39.0,2018-01-09
2018-0005,1,2018-01-09,22,avenida,,Paseo colon av. 1019,1,-58.36907201,-34.61953517,peaton,pasajeros,peaton,masculino,54.0,2018-01-09
2018-0006,1,2018-01-10,21,calle,Barco centenera del,Valle y barco centenera del,6,-58.44062219,-34.62499107,bicicleta,pasajeros,ciclista,femenino,45.0,2018-01-10
2018-0007,1,2018-01-11,2,autopista,,Autopista perito moreno km. 0.6,9,-58.52502765,-34.63601265,auto,auto,conductor,masculino,46.0,2018-01-11
2018-0008,1,2018-01-12,17,avenida,Independencia av.,"Huergo, ing. av. e independencia av.",1,-58.36659655,-34.61687778,moto,cargas,conductor,femenino,32.0,2018-01-12
2018-0009,1,2018-01-14,2,avenida,"Brown, alte. av.","Pilcomayo y brown, alte. av.",4,-58.36737389,-34.62763661,moto,moto,conductor,masculino,19.0,2018-01-14
2018-0010,1,2018-01-18,5,calle,"Belaustegui, luis, dr.","Cervantes y belaustegui, luis, dr.",10,-58.49807953,-34.63038658,moto,cargas,conductor,masculino,40.0,2018-01-18
2018-0011,1,2018-01-19,10,avenida,"Lopez, vicente","Callao av. y lopez, vicente",2,-58.39092703,-34.59088447,peaton,pasajeros,peaton,masculino,84.0,2018-01-19
2018-0012,1,2018-01-26,13,calle,"Chilavert, martiniano, coronel","Oliden y chilavert, martiniano, coronel",8,-58.46912006,-34.68049201,moto,pasajeros,conductor,masculino,20.0,2018-01-26
2018-0013,1,2018-01-28,8,avenida,Galvan,Congreso av. y galvan,12,-58.48661286,-34.56786129,moto,auto,conductor,masculino,44.0,2018-01-28
2018-0014,1,2018-01-31,20,avenida,Rivera indarte av.,"Moreno, perito av. y rivera indarte av.",7,-58.44074927,-34.65080597,peaton,moto,peaton,masculino,,2018-02-04
2018-0015,2,2018-02-06,1,avenida,,Australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,conductor,masculino,28.0,2018-02-06
2018-0015,2,2018-02-06,1,avenida,,Australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,pasajero_acompañante,masculino,19.0,2018-02-06
2018-0016,1,2018-02-15,10,avenida,"Ramos mejia, jose maria, dr. av.","Del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,moto,cargas,conductor,masculino,31.0,2018-02-15
2018-0017,1,2018-02-17,4,avenida,Rivadavia av.,San pedrito av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,auto,peaton,masculino,35.0,2018-02-20
2018-0018,1,2018-02-17,7,calle,"Salvadores, cnel.","Isabel la catolica y salvadores, cnel.",4,-58.37207554,-34.64543658,moto,cargas,conductor,masculino,26.0,2018-02-17
2018-0019,1,2018-02-17,12,avenida,Callao av.,Las heras general av. y callao av.,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,80.0,2018-02-17
2018-0020,1,2018-02-19,22,autopista,,"Fernandez de la cruz f., gral. av. y autopista presidente hector j. campora",8,-58.45012957,-34.66518343,moto,cargas,conductor,masculino,26.0,2018-02-19
2018-0021,1,2018-02-22,10,avenida,Zavaleta,"Alcorta, amancio av. y zavaleta",4,-58.40184094,-34.64546845,peaton,pasajeros,peaton,femenino,62.0,2018-02-22
2018-0022,1,2018-02-24,0,avenida,Olavarria,"Montes de oca, manuel av. y olavarria",4,-58.37441153,-34.63966783,moto,cargas,conductor,masculino,28.0,2018-02-24
2018-0023,1,2018-02-24,6,calle,Rosario,Barco centenera del y rosario,6,-58.44110156,-34.62082399,moto,auto,conductor,masculino,28.0,2018-02-24
2018-0024,1,2018-02-28,23,avenida,Donado,Alvarez thomas av. y donado,15,-58.47087351,-34.57827342,peaton,cargas,peaton,masculino,70.0,2018-02-28
2018-0025,1,2018-03-04,22,avenida,Boyaca av.,Avellaneda av. y boyaca av.,7,-58.4596221,-34.6224514,peaton,auto,peaton,masculino,70.0,2018-03-05
2018-0026,2,2018-03-09,4,avenida,Saenz av.,"Rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,conductor,masculino,24.0,2018-03-09
2018-0026,2,2018-03-09,4,avenida,Saenz av.,"Rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,pasajero_acompañante,masculino,30.0,2018-03-09
2018-0027,1,2018-03-11,23,calle,Rondeau,Castro y rondeau,5,-58.41911301,-34.63722107,peaton,moto,peaton,femenino,74.0,2018-03-11
2018-0028,1,2018-03-13,15,avenida,Azul,"Bilbao, francisco av. y azul",9,-58.47120586,-34.64251042,peaton,cargas,peaton,masculino,71.0,2018-03-13
2018-0029,1,2018-03-15,18,avenida,Gaona av.,Nazca av. y gaona av.,11,-58.47418944,-34.62049672,moto,auto,conductor,masculino,26.0,2018-03-15
2018-0030,1,2018-03-20,1,avenida,Alvarez thomas av.,Plaza y alvarez thomas av.,15,-58.46720441,-34.57905579,moto,moto,conductor,masculino,24.0,2018-03-20
2018-0031,1,2018-03-28,10,avenida,"Artigas, jose gervasio, gral.","Gaona av. y artigas, jose gervasio, gral.",11,-58.46909362,-34.6177971,moto,cargas,conductor,masculino,31.0,2018-03-28
2018-0032,1,2018-04-02,13,avenida,Aguilar,Cabildo av. y aguilar,13,-58.44704343,-34.5688864,peaton,pasajeros,peaton,masculino,70.0,2018-04-02
2018-0033,1,2018-04-07,7,avenida,Lope de vega av.,Camarones y lope de vega av.,10,-58.50535541,-34.62902048,moto,cargas,conductor,femenino,42.0,2018-04-10
